"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 15 16:46:49 BRT 2021","Wed Dec 15 16:48:10 BRT 2021","81317","","Acessar página inicial e adicionar produtos ao carrinho","","","","Acessar página incial e adicionar produtos ao carrinho",""
